Protein Accession	DNA Accession	ARO Category Name	ARO Accession
CAO98721.1	AM849805	beta-lactam resistance gene	ARO:3000129
CAJ66089.1	AM183304	antibiotic inactivation enzyme	ARO:3000557
CAJ66089.1	AM183304	beta-lactam resistance gene	ARO:3000129
ABI74448.1	DQ834729	antibiotic inactivation enzyme	ARO:3000557
ABI74448.1	DQ834729	beta-lactam resistance gene	ARO:3000129
ABI74447.1	DQ834728	antibiotic inactivation enzyme	ARO:3000557
ABI74447.1	DQ834728	beta-lactam resistance gene	ARO:3000129
AGA83484.1	KC149518	antibiotic inactivation enzyme	ARO:3000557
AGA83484.1	KC149518	beta-lactam resistance gene	ARO:3000129
ACO07310.1	FJ807656	antibiotic inactivation enzyme	ARO:3000557
ACO07310.1	FJ807656	beta-lactam resistance gene	ARO:3000129
ABG77582.1	DQ679961	antibiotic inactivation enzyme	ARO:3000557
ABG77582.1	DQ679961	beta-lactam resistance gene	ARO:3000129
CAQ00120.1	AM941159	antibiotic inactivation enzyme	ARO:3000557
CAQ00120.1	AM941159	beta-lactam resistance gene	ARO:3000129
ABI81768.1	DQ909059	antibiotic inactivation enzyme	ARO:3000557
ABI81768.1	DQ909059	beta-lactam resistance gene	ARO:3000129
ABQ00181.1	EF534736	antibiotic inactivation enzyme	ARO:3000557
ABQ00181.1	EF534736	beta-lactam resistance gene	ARO:3000129
ABM54869.1	EF136376	antibiotic inactivation enzyme	ARO:3000557
ABM54869.1	EF136376	beta-lactam resistance gene	ARO:3000129
CAA46346.1	X65254	antibiotic inactivation enzyme	ARO:3000557
CAA46346.1	X65254	beta-lactam resistance gene	ARO:3000129
ABM54870.1	EF136377	antibiotic inactivation enzyme	ARO:3000557
ABM54870.1	EF136377	beta-lactam resistance gene	ARO:3000129
ABO64442.1	EF468463	antibiotic inactivation enzyme	ARO:3000557
ABO64442.1	EF468463	beta-lactam resistance gene	ARO:3000129
ACF32746.1	EU815939	antibiotic inactivation enzyme	ARO:3000557
ACF32746.1	EU815939	beta-lactam resistance gene	ARO:3000129
ABX71157.1	EU274580	antibiotic inactivation enzyme	ARO:3000557
ABX71157.1	EU274580	beta-lactam resistance gene	ARO:3000129
ACI25375.1	FJ197316	antibiotic inactivation enzyme	ARO:3000557
ACI25375.1	FJ197316	beta-lactam resistance gene	ARO:3000129
ACJ04051.1	FJ360884	antibiotic inactivation enzyme	ARO:3000557
ACJ04051.1	FJ360884	beta-lactam resistance gene	ARO:3000129
ACR22829.1	FJ919776	antibiotic inactivation enzyme	ARO:3000557
ACR22829.1	FJ919776	beta-lactam resistance gene	ARO:3000129
ACP18864.1	FJ873740	antibiotic inactivation enzyme	ARO:3000557
ACP18864.1	FJ873740	beta-lactam resistance gene	ARO:3000129
CAA74912.2	Y14574	antibiotic inactivation enzyme	ARO:3000557
CAA74912.2	Y14574	beta-lactam resistance gene	ARO:3000129
ADA79630.1	GQ149347	antibiotic inactivation enzyme	ARO:3000557
ADA79630.1	GQ149347	beta-lactam resistance gene	ARO:3000129
ADB90239.1	GU550123	antibiotic inactivation enzyme	ARO:3000557
ADB90239.1	GU550123	beta-lactam resistance gene	ARO:3000129
CBJ06718.1	FN652295	antibiotic inactivation enzyme	ARO:3000557
CBJ06718.1	FN652295	beta-lactam resistance gene	ARO:3000129
CAA65888.1	X97254	antibiotic inactivation enzyme	ARO:3000557
CAA65888.1	X97254	beta-lactam resistance gene	ARO:3000129
ADP20705.1	HQ317449	antibiotic inactivation enzyme	ARO:3000557
ADP20705.1	HQ317449	beta-lactam resistance gene	ARO:3000129
ADR71220.1	HQ529916	antibiotic inactivation enzyme	ARO:3000557
ADR71220.1	HQ529916	beta-lactam resistance gene	ARO:3000129
CCA61905.1	FR848831	antibiotic inactivation enzyme	ARO:3000557
CCA61905.1	FR848831	beta-lactam resistance gene	ARO:3000129
AEG64812.1	JF795538	antibiotic inactivation enzyme	ARO:3000557
AEG64812.1	JF795538	beta-lactam resistance gene	ARO:3000129
AET99222.1	JN227084	antibiotic inactivation enzyme	ARO:3000557
AET99222.1	JN227084	beta-lactam resistance gene	ARO:3000129
ADM61585.1	HM246246	antibiotic inactivation enzyme	ARO:3000557
ADM61585.1	HM246246	beta-lactam resistance gene	ARO:3000129
AEL17198.1	JN211012	antibiotic inactivation enzyme	ARO:3000557
AEL17198.1	JN211012	beta-lactam resistance gene	ARO:3000129
AEL79515.1	JN254627	antibiotic inactivation enzyme	ARO:3000557
AEL79515.1	JN254627	beta-lactam resistance gene	ARO:3000129
AFN21551.1	JX042489	antibiotic inactivation enzyme	ARO:3000557
AFN21551.1	JX042489	beta-lactam resistance gene	ARO:3000129
AEL88240.1	JN416112	antibiotic inactivation enzyme	ARO:3000557
AEL88240.1	JN416112	beta-lactam resistance gene	ARO:3000129
AEQ59621.1	JF949916	antibiotic inactivation enzyme	ARO:3000557
AEQ59621.1	JF949916	beta-lactam resistance gene	ARO:3000129
AEQ59620.1	JF949915	antibiotic inactivation enzyme	ARO:3000557
AEQ59620.1	JF949915	beta-lactam resistance gene	ARO:3000129
AFC75523.1	JN935135	antibiotic inactivation enzyme	ARO:3000557
AFC75523.1	JN935135	beta-lactam resistance gene	ARO:3000129
AFC75524.1	JN935136	antibiotic inactivation enzyme	ARO:3000557
AFC75524.1	JN935136	beta-lactam resistance gene	ARO:3000129
AFC75525.1	JN935137	antibiotic inactivation enzyme	ARO:3000557
AFC75525.1	JN935137	beta-lactam resistance gene	ARO:3000129
AFE48832.1	JQ034306	antibiotic inactivation enzyme	ARO:3000557
AFE48832.1	JQ034306	beta-lactam resistance gene	ARO:3000129
AEK48085.1	HQ877606	antibiotic inactivation enzyme	ARO:3000557
AEK48085.1	HQ877606	beta-lactam resistance gene	ARO:3000129
BAL68178.1	AB700703	antibiotic inactivation enzyme	ARO:3000557
BAL68178.1	AB700703	beta-lactam resistance gene	ARO:3000129
AFN69127.1	JX050178	antibiotic inactivation enzyme	ARO:3000557
AFN69127.1	JX050178	beta-lactam resistance gene	ARO:3000129
CAA38429.1	X54606	antibiotic inactivation enzyme	ARO:3000557
CAA38429.1	X54606	beta-lactam resistance gene	ARO:3000129
CAA76793.1	Y17581	antibiotic inactivation enzyme	ARO:3000557
CAA76793.1	Y17581	beta-lactam resistance gene	ARO:3000129
AFS44742.1	JX310327	antibiotic inactivation enzyme	ARO:3000557
AFS44742.1	JX310327	beta-lactam resistance gene	ARO:3000129
AGZ20205.1	KC900516	antibiotic inactivation enzyme	ARO:3000557
AGZ20205.1	KC900516	beta-lactam resistance gene	ARO:3000129
AGK82336.1	KC783461	antibiotic inactivation enzyme	ARO:3000557
AGK82336.1	KC783461	beta-lactam resistance gene	ARO:3000129
AGK40892.1	KC818234	antibiotic inactivation enzyme	ARO:3000557
AGK40892.1	KC818234	beta-lactam resistance gene	ARO:3000129
AGL39384.1	KC865667	antibiotic inactivation enzyme	ARO:3000557
AGL39384.1	KC865667	beta-lactam resistance gene	ARO:3000129
AGW25367.1	KF240808	antibiotic inactivation enzyme	ARO:3000557
AGW25367.1	KF240808	beta-lactam resistance gene	ARO:3000129
CAA76794.1	Y17582	antibiotic inactivation enzyme	ARO:3000557
CAA76794.1	Y17582	beta-lactam resistance gene	ARO:3000129
AHA80960.1	KF513179	antibiotic inactivation enzyme	ARO:3000557
AHA80960.1	KF513179	beta-lactam resistance gene	ARO:3000129
AHA58207.1	KF663615	antibiotic inactivation enzyme	ARO:3000557
AHA58207.1	KF663615	beta-lactam resistance gene	ARO:3000129
AJO16044.1	KP050491	antibiotic inactivation enzyme	ARO:3000557
AJO16044.1	KP050491	beta-lactam resistance gene	ARO:3000129
AJO16045.1	KP050492	antibiotic inactivation enzyme	ARO:3000557
AJO16045.1	KP050492	beta-lactam resistance gene	ARO:3000129
AHJ78622.1	KF944358	antibiotic inactivation enzyme	ARO:3000557
AHJ78622.1	KF944358	beta-lactam resistance gene	ARO:3000129
CDN33426.1	HG934763	antibiotic inactivation enzyme	ARO:3000557
CDN33426.1	HG934763	beta-lactam resistance gene	ARO:3000129
AIS39742.1	KM114268	antibiotic inactivation enzyme	ARO:3000557
AIS39742.1	KM114268	beta-lactam resistance gene	ARO:3000129
CAA76795.1	Y17583	antibiotic inactivation enzyme	ARO:3000557
CAA76795.1	Y17583	beta-lactam resistance gene	ARO:3000129
AIW68620.1	KM998962.1	antibiotic inactivation enzyme	ARO:3000557
AIW68620.1	KM998962.1	beta-lactam resistance gene	ARO:3000129
CAA46345.1	X65253	antibiotic inactivation enzyme	ARO:3000557
CAA46345.1	X65253	beta-lactam resistance gene	ARO:3000129
AAC36883.1	L19940	antibiotic inactivation enzyme	ARO:3000557
AAC36883.1	L19940	beta-lactam resistance gene	ARO:3000129
AAC32891.1	U37195	antibiotic inactivation enzyme	ARO:3000557
AAC32891.1	U37195	beta-lactam resistance gene	ARO:3000129
CAA76796.1	Y17584	antibiotic inactivation enzyme	ARO:3000557
CAA76796.1	Y17584	beta-lactam resistance gene	ARO:3000129
CAA45828.1	X64523	antibiotic inactivation enzyme	ARO:3000557
CAA45828.1	X64523	beta-lactam resistance gene	ARO:3000129
CAD24670.1	AJ437107	antibiotic inactivation enzyme	ARO:3000557
CAD24670.1	AJ437107	beta-lactam resistance gene	ARO:3000129
ADL13944.1	GU371926	antibiotic inactivation enzyme	ARO:3000557
ADL13944.1	GU371926	beta-lactam resistance gene	ARO:3000129
AGE11905.1	KC292503	antibiotic inactivation enzyme	ARO:3000557
AGE11905.1	KC292503	beta-lactam resistance gene	ARO:3000129
WP_063864911.1	NG_050265	antibiotic inactivation enzyme	ARO:3000557
WP_063864911.1	NG_050265	beta-lactam resistance gene	ARO:3000129
CBX53726.1	FR717535	antibiotic inactivation enzyme	ARO:3000557
CBX53726.1	FR717535	beta-lactam resistance gene	ARO:3000129
CAA66659.1	X98047	antibiotic inactivation enzyme	ARO:3000557
CAA66659.1	X98047	beta-lactam resistance gene	ARO:3000129
AAC32889.2	U95363	antibiotic inactivation enzyme	ARO:3000557
AAC32889.2	U95363	beta-lactam resistance gene	ARO:3000129
CAA64682.1	X95401	antibiotic inactivation enzyme	ARO:3000557
CAA64682.1	X95401	beta-lactam resistance gene	ARO:3000129
CAA71322.1	Y10279	antibiotic inactivation enzyme	ARO:3000557
CAA71322.1	Y10279	beta-lactam resistance gene	ARO:3000129
CAA71323.1	Y10280	antibiotic inactivation enzyme	ARO:3000557
CAA71323.1	Y10280	beta-lactam resistance gene	ARO:3000129
CAA71324.1	Y10281	antibiotic inactivation enzyme	ARO:3000557
CAA71324.1	Y10281	beta-lactam resistance gene	ARO:3000129
CAA73933.1	Y13612	antibiotic inactivation enzyme	ARO:3000557
CAA73933.1	Y13612	beta-lactam resistance gene	ARO:3000129
AAD22538.1	AF104441	antibiotic inactivation enzyme	ARO:3000557
AAD22538.1	AF104441	beta-lactam resistance gene	ARO:3000129
AAD22539.1	AF104442	antibiotic inactivation enzyme	ARO:3000557
AAD22539.1	AF104442	beta-lactam resistance gene	ARO:3000129
ABB97007.1	DQ286729	antibiotic inactivation enzyme	ARO:3000557
ABB97007.1	DQ286729	beta-lactam resistance gene	ARO:3000129
ACJ43254.1	FJ405211	antibiotic inactivation enzyme	ARO:3000557
ACJ43254.1	FJ405211	beta-lactam resistance gene	ARO:3000129
AAD45935.1	AF062386	antibiotic inactivation enzyme	ARO:3000557
AAD45935.1	AF062386	beta-lactam resistance gene	ARO:3000129
CAA41038.1	X57972	antibiotic inactivation enzyme	ARO:3000557
CAA41038.1	X57972	beta-lactam resistance gene	ARO:3000129
AAC05975.1	AF047171	antibiotic inactivation enzyme	ARO:3000557
AAC05975.1	AF047171	beta-lactam resistance gene	ARO:3000129
AAK17194.1	AF332513	antibiotic inactivation enzyme	ARO:3000557
AAK17194.1	AF332513	beta-lactam resistance gene	ARO:3000129
AAD33116.2	AF091113	antibiotic inactivation enzyme	ARO:3000557
AAD33116.2	AF091113	beta-lactam resistance gene	ARO:3000129
CAB92324.1	AJ239002	antibiotic inactivation enzyme	ARO:3000557
CAB92324.1	AJ239002	beta-lactam resistance gene	ARO:3000129
AAO33760.1	AF527798	antibiotic inactivation enzyme	ARO:3000557
AAO33760.1	AF527798	beta-lactam resistance gene	ARO:3000129
AAF01046.1	AF188199	antibiotic inactivation enzyme	ARO:3000557
AAF01046.1	AF188199	beta-lactam resistance gene	ARO:3000129
AAL03985.1	AF203816	antibiotic inactivation enzyme	ARO:3000557
AAL03985.1	AF203816	beta-lactam resistance gene	ARO:3000129
AAF19151.1	AF157553	antibiotic inactivation enzyme	ARO:3000557
AAF19151.1	AF157553	beta-lactam resistance gene	ARO:3000129
CAB65358.1	AJ012256	antibiotic inactivation enzyme	ARO:3000557
CAB65358.1	AJ012256	beta-lactam resistance gene	ARO:3000129
AAN05028.1	AY130284	antibiotic inactivation enzyme	ARO:3000557
AAN05028.1	AY130284	beta-lactam resistance gene	ARO:3000129
AAF05613.1	AF190694	antibiotic inactivation enzyme	ARO:3000557
AAF05613.1	AF190694	beta-lactam resistance gene	ARO:3000129
CAB65358.1	AJ012256	antibiotic inactivation enzyme	ARO:3000557
CAB65358.1	AJ012256	beta-lactam resistance gene	ARO:3000129
AAF05612.1	AF190693	antibiotic inactivation enzyme	ARO:3000557
AAF05612.1	AF190693	beta-lactam resistance gene	ARO:3000129
AAF05611.1	AF190692	antibiotic inactivation enzyme	ARO:3000557
AAF05611.1	AF190692	beta-lactam resistance gene	ARO:3000129
CAA46344.1	X65252	antibiotic inactivation enzyme	ARO:3000557
CAA46344.1	X65252	beta-lactam resistance gene	ARO:3000129
AAM15527.1	AF347054	antibiotic inactivation enzyme	ARO:3000557
AAM15527.1	AF347054	beta-lactam resistance gene	ARO:3000129
AAL29433.1	AF427127	antibiotic inactivation enzyme	ARO:3000557
AAL29433.1	AF427127	beta-lactam resistance gene	ARO:3000129
AAL29434.1	AF427128	antibiotic inactivation enzyme	ARO:3000557
AAL29434.1	AF427128	beta-lactam resistance gene	ARO:3000129
AAL29435.1	AF427129	antibiotic inactivation enzyme	ARO:3000557
AAL29435.1	AF427129	beta-lactam resistance gene	ARO:3000129
AAL29436.1	AF427130	antibiotic inactivation enzyme	ARO:3000557
AAL29436.1	AF427130	beta-lactam resistance gene	ARO:3000129
CAC43229.1	AJ277414	antibiotic inactivation enzyme	ARO:3000557
CAC43229.1	AJ277414	beta-lactam resistance gene	ARO:3000129
CAC43230.1	AJ277415	antibiotic inactivation enzyme	ARO:3000557
CAC43230.1	AJ277415	beta-lactam resistance gene	ARO:3000129
AAG44570.1	AF250872	antibiotic inactivation enzyme	ARO:3000557
AAG44570.1	AF250872	beta-lactam resistance gene	ARO:3000129
AAK14792.1	AY027590	antibiotic inactivation enzyme	ARO:3000557
AAK14792.1	AY027590	beta-lactam resistance gene	ARO:3000129
AAK71474.1	AY039040	antibiotic inactivation enzyme	ARO:3000557
AAK71474.1	AY039040	beta-lactam resistance gene	ARO:3000129
AAK30619.1	AF351241	antibiotic inactivation enzyme	ARO:3000557
AAK30619.1	AF351241	beta-lactam resistance gene	ARO:3000129
BAB16308.1	AB049569	antibiotic inactivation enzyme	ARO:3000557
BAB16308.1	AB049569	beta-lactam resistance gene	ARO:3000129
AAF66653.1	AF143804	antibiotic inactivation enzyme	ARO:3000557
AAF66653.1	AF143804	beta-lactam resistance gene	ARO:3000129
CAC85660.1	AJ318093	antibiotic inactivation enzyme	ARO:3000557
CAC85660.1	AJ318093	beta-lactam resistance gene	ARO:3000129
CAC85661.1	AJ318094	antibiotic inactivation enzyme	ARO:3000557
CAC85661.1	AJ318094	beta-lactam resistance gene	ARO:3000129
CAC67290.1	AJ308558	antibiotic inactivation enzyme	ARO:3000557
CAC67290.1	AJ308558	beta-lactam resistance gene	ARO:3000129
AAM22276.1	AY092401	antibiotic inactivation enzyme	ARO:3000557
AAM22276.1	AY092401	beta-lactam resistance gene	ARO:3000129
AAD09860.1	AF090987	efflux pump conferring antibiotic resistance	ARO:3000159
CAC80727.1	AJ250203	efflux pump conferring antibiotic resistance	ARO:3000159
CAC41371.1	AJ295238	antibiotic target protection protein	ARO:3000185
CAC41371.1	AJ295238	tetracycline resistance gene	ARO:3000472
CAD12227.1	AJ420072	efflux pump conferring antibiotic resistance	ARO:3000159
BAB59035.1	AB061440	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAK37619.1	AF353562	efflux pump conferring antibiotic resistance	ARO:3000159
CAD55718.1	AJ514254	antibiotic target protection protein	ARO:3000185
CAD55718.1	AJ514254	tetracycline resistance gene	ARO:3000472
AAN28721.1	AF540889	antibiotic inactivation enzyme	ARO:3000557
AAN28721.1	AF540889	tetracycline resistance gene	ARO:3000472
AAV80464.1	AY825285	efflux pump conferring antibiotic resistance	ARO:3000159
AAW66497.1	AY743590	efflux pump conferring antibiotic resistance	ARO:3000159
AFK31666.1	JQ740052	efflux pump conferring antibiotic resistance	ARO:3000159
AAP93922.1	AY264780	efflux pump conferring antibiotic resistance	ARO:3000159
ACD35503.1	EU523697	efflux pump conferring antibiotic resistance	ARO:3000159
ACS83748.1	GQ244501	efflux pump conferring antibiotic resistance	ARO:3000159
CBH51823.1	FN594949	antibiotic target protection protein	ARO:3000185
CBH51823.1	FN594949	tetracycline resistance gene	ARO:3000472
ADE08374.2	GU584222	efflux pump conferring antibiotic resistance	ARO:3000159
YP_007503840.1	NC_020418	efflux pump conferring antibiotic resistance	ARO:3000159
AAA20116.1	L20800	efflux pump conferring antibiotic resistance	ARO:3000159
BAC67143.1	AB089595	efflux pump conferring antibiotic resistance	ARO:3000159
AAA20117.1	L20800	antibiotic target protection protein	ARO:3000185
AAA20117.1	L20800	tetracycline resistance gene	ARO:3000472
AAO16462.1	AY171578	efflux pump conferring antibiotic resistance	ARO:3000159
CAE51745.1	BX664015	efflux pump conferring antibiotic resistance	ARO:3000159
AAA71915.1	L06940	efflux pump conferring antibiotic resistance	ARO:3000159
AAD25538.1	AF133139	efflux pump conferring antibiotic resistance	ARO:3000159
CAA75663.1	Y15510	efflux pump conferring antibiotic resistance	ARO:3000159
AAD12753.1	AF038993	efflux pump conferring antibiotic resistance	ARO:3000159
YP_003283625.1	NC_013452	efflux pump conferring antibiotic resistance	ARO:3000159
AAA22851.1	M11036	efflux pump conferring antibiotic resistance	ARO:3000159
CAJ67339.1	AM180355	antibiotic target protection protein	ARO:3000185
CAJ67339.1	AM180355	tetracycline resistance gene	ARO:3000472
AAA23033.1	M18896	antibiotic target protection protein	ARO:3000185
AAA23033.1	M18896	tetracycline resistance gene	ARO:3000472
CAA79727.1	Z21523	antibiotic target protection protein	ARO:3000185
CAA79727.1	Z21523	tetracycline resistance gene	ARO:3000472
CAD09823.1	AL513383	antibiotic resistant gene variant or mutant	ARO:0000031
CAD09823.1	AL513383	efflux pump conferring antibiotic resistance	ARO:3000159
CAD09823.1	AL513383	gene modulating antibiotic efflux	ARO:3000451
AAA25293.1	L09756	antibiotic target protection protein	ARO:3000185
AAA25293.1	L09756	tetracycline resistance gene	ARO:3000472
AAF01499.1	L42544	antibiotic target protection protein	ARO:3000185
AAF01499.1	L42544	tetracycline resistance gene	ARO:3000472
AAB08924.1	U01917.1	tetracycline resistance gene	ARO:3000472
AAB84282.1	AF030344	efflux pump conferring antibiotic resistance	ARO:3000159
ACA23185.1	EU434751	antibiotic target protection protein	ARO:3000185
ACA23185.1	EU434751	tetracycline resistance gene	ARO:3000472
AAA27471.1	M37699	antibiotic inactivation enzyme	ARO:3000557
AAA27471.1	M37699	tetracycline resistance gene	ARO:3000472
AAC72341.1	AF070999	efflux pump conferring antibiotic resistance	ARO:3000159
AAD25063.1	AF121000	efflux pump conferring antibiotic resistance	ARO:3000159
CAC33832.1	AJ250876	antibiotic inactivation enzyme	ARO:3000557
CAC33832.1	AJ250876	beta-lactam resistance gene	ARO:3000129
AAD37403.1	AF148067	antibiotic inactivation enzyme	ARO:3000557
AAD37403.1	AF148067	beta-lactam resistance gene	ARO:3000129
CAG27800.1	AJ698325	antibiotic inactivation enzyme	ARO:3000557
CAG27800.1	AJ698325	beta-lactam resistance gene	ARO:3000129
WP_059512353.1	NG_050312	antibiotic inactivation enzyme	ARO:3000557
WP_059512353.1	NG_050312	beta-lactam resistance gene	ARO:3000129
AAA19882.1	L25634	antibiotic inactivation enzyme	ARO:3000557
AAA19882.1	L25634	beta-lactam resistance gene	ARO:3000129
AAD12162.1	AF055922	antibiotic target modifying enzyme	ARO:3000519
AAD12162.1	AF055922	gene involved in self resistance to antibiotic	ARO:3000492
AAD12162.1	AF055922	macrolide resistance gene	ARO:3000315
AAA26832.1	M57437	efflux pump conferring antibiotic resistance	ARO:3000159
CAB12108.2	AL009126	tunicamycin resistance gene	ARO:3003058
ACN32294.1	FJ768952	efflux pump conferring antibiotic resistance	ARO:3000159
NP_248846.1	NC_002516.2	efflux pump conferring antibiotic resistance	ARO:3000159
NP_248847.1	NC_002516.2	efflux pump conferring antibiotic resistance	ARO:3000159
NP_248848.1	NC_002516.2	efflux pump conferring antibiotic resistance	ARO:3000159
CCP44409.1	AL123456	antibiotic target modifying enzyme	ARO:3000519
CCP44409.1	AL123456	peptide antibiotic resistance gene	ARO:3000751
AAN63648.1	AF441287	antibiotic inactivation enzyme	ARO:3000557
AAN63648.1	AF441287	beta-lactam resistance gene	ARO:3000129
WP_004025678.1	NC_011374	antibiotic resistant gene variant or mutant	ARO:0000031
WP_004025678.1	NC_011374	fluoroquinolone resistance gene	ARO:3000102
WP_010891786.1	NC_002162.1	antibiotic resistant gene variant or mutant	ARO:0000031
WP_010891786.1	NC_002162.1	fluoroquinolone resistance gene	ARO:3000102
WP_010891786.1	NC_002162.1	gene involved in self resistance to antibiotic	ARO:3000492
AAA65956.1	M97297	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAA65956.1	M97297	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAA65956.1	M97297	glycopeptide resistance gene	ARO:3000494
AHH83938.1	KF823969	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AHH83938.1	KF823969	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AHH83938.1	KF823969	glycopeptide resistance gene	ARO:3000494
AAA24786.1	AF162694	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAA24786.1	AF162694	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAA24786.1	AF162694	glycopeptide resistance gene	ARO:3000494
AAM09849.1	AY082011	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAM09849.1	AY082011	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAM09849.1	AY082011	glycopeptide resistance gene	ARO:3000494
AAL27442.1	FJ872411	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAL27442.1	FJ872411	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAL27442.1	FJ872411	glycopeptide resistance gene	ARO:3000494
AAF36803.1	AF155139	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAF36803.1	AF155139	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAF36803.1	AF155139	glycopeptide resistance gene	ARO:3000494
ABA71731.1	DQ212986	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABA71731.1	DQ212986	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABA71731.1	DQ212986	glycopeptide resistance gene	ARO:3000494
AAA65955.1	M97297	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAA65955.1	M97297	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAA65955.1	M97297	glycopeptide resistance gene	ARO:3000494
AAB05626.1	U35369	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAB05626.1	U35369	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAB05626.1	U35369	glycopeptide resistance gene	ARO:3000494
AAM09850.1	AY082011	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAM09850.1	AY082011	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAM09850.1	AY082011	glycopeptide resistance gene	ARO:3000494
AAF36802.1	AF155139	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAF36802.1	AF155139	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAF36802.1	AF155139	glycopeptide resistance gene	ARO:3000494
ACL82960.1	FJ349556	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ACL82960.1	FJ349556	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ACL82960.1	FJ349556	glycopeptide resistance gene	ARO:3000494
AHA41499.1	KF478993	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AHA41499.1	KF478993	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AHA41499.1	KF478993	glycopeptide resistance gene	ARO:3000494
AEP96393.1	HQ433580	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AEP96393.1	HQ433580	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AEP96393.1	HQ433580	glycopeptide resistance gene	ARO:3000494
NP_627787	NC_003888	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
NP_627787	NC_003888	glycopeptide resistance gene	ARO:3000494
WP_011461306	NC_007907	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
WP_011461306	NC_007907	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
WP_011461306	NC_007907	glycopeptide resistance gene	ARO:3000494
ABX54687.1	EU250284	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABX54687.1	EU250284	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABX54687.1	EU250284	glycopeptide resistance gene	ARO:3000494
ACL82961.1	FJ349556	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ACL82961.1	FJ349556	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ACL82961.1	FJ349556	glycopeptide resistance gene	ARO:3000494
AEP40500.1	JF802084	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AEP40500.1	JF802084	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AEP40500.1	JF802084	glycopeptide resistance gene	ARO:3000494
AHA41500.1	KF478993	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AHA41500.1	KF478993	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AHA41500.1	KF478993	glycopeptide resistance gene	ARO:3000494
AAA65953.1	M97297	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAA65953.1	M97297	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAA65953.1	M97297	glycopeptide resistance gene	ARO:3000494
AAB05622.1	U35369	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAB05622.1	U35369	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAB05622.1	U35369	glycopeptide resistance gene	ARO:3000494
AAF86641.1	AF162694	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAF86641.1	AF162694	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAF86641.1	AF162694	glycopeptide resistance gene	ARO:3000494
AAM09851.1	AY082011	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAM09851.1	AY082011	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAM09851.1	AY082011	glycopeptide resistance gene	ARO:3000494
AAL27445.1	FJ872411	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAL27445.1	FJ872411	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAL27445.1	FJ872411	glycopeptide resistance gene	ARO:3000494
AAR84672.1	AF155139	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAR84672.1	AF155139	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAR84672.1	AF155139	glycopeptide resistance gene	ARO:3000494
